# ----------------------------------------
# Páginas y pantallas: Ruta de página y clase de pantalla
# Cuenta: Vulcano S.A.
# Propiedad: B2C ARG
# ----------------------------------------
# 
# Todos los usuarios
# Fecha de inicio: 20250601
# Fecha de finalización: 20250630
Título de página y clase de pantalla,Porcentaje de rebote,Vistas,Eventos clave,Total de usuarios,Usuarios recurrentes,Usuarios nuevos,Usuarios activos,Vistas por usuario activo,Tiempo de interacción medio por usuario activo,Número de eventos
"Resultados para ""Luminaria """,0,1,0,1,1,0,1,1,0,2
"Resultados para ""Luminarias para fibra de vidrio """,0,1,0,1,0,0,1,1,17,4
"Resultados para ""Lámina """,0,1,0,1,0,0,1,1,20,5
"Resultados para ""M mts 6 """,0,1,0,1,1,0,1,1,10,5
"Resultados para ""MANGO """,0.3333333333333333,2,0,2,2,0,2,1,18,8
"Resultados para ""MANGO TELESC """,0,1,0,1,1,0,1,1,13,6
"Resultados para ""MANGUERA """,0,1,0,1,1,0,1,1,7,3
"Resultados para ""MANIJA """,0,1,0,1,1,0,1,1,13,5
"Resultados para ""MEDIDOR DE CAUDALES """,0,3,0,1,1,0,1,3,21,13
"Resultados para ""MULTIVALVULA """,0,1,0,1,1,0,1,1,26,5
"Resultados para ""Mango """,0,7,0,2,1,0,2,3.5,67,24
"Resultados para ""Manguer """,0,1,0,1,1,0,1,1,11,5
"Resultados para ""Manguera """,0,6,0,3,3,0,3,2,58.333333333333336,32
"Resultados para ""Manguera 6 """,0,2,0,1,1,0,1,2,58,12
"Resultados para ""Manguera bicolor """,0,1,0,1,1,0,1,1,4,3
"Resultados para ""Manguera flot """,0,1,0,1,1,0,1,1,59,6
"Resultados para ""Manguera gris """,0,1,0,1,0,0,1,1,0,2
"Resultados para ""Manguera mts 6 """,0,1,0,1,1,0,1,1,37,5
"Resultados para ""Mangueras """,0,1,0,1,0,0,1,1,15,4
"Resultados para ""Manometro """,0,3,0,1,1,0,1,3,24,10
"Resultados para ""Manual """,0,1,0,1,0,0,1,1,7,4
"Resultados para ""Manómetro """,0,4,0,3,2,1,3,1.3333333333333333,2.3333333333333335,13
"Resultados para ""Medialun """,0,1,0,1,1,0,1,1,10,3
"Resultados para ""Mendoza """,0,2,0,1,1,0,1,2,3,6
"Resultados para ""Microswitch """,0,1,0,1,1,0,1,1,6,6
"Resultados para ""Mizuipi """,0,4,0,1,1,0,1,4,5,16
"Resultados para ""Mochila """,0,1,0,1,0,0,1,1,6,3
"Resultados para ""Modelo BAC-3-3. 2.7 HP. 2850rpm. 380V """,0,1,0,1,0,0,1,1,84,7
"Resultados para ""Monofásico """,0,1,0,1,0,0,1,1,9,3
"Resultados para ""Motor """,0,2,0,1,1,0,1,2,22,8
"Resultados para ""Motor 075 """,0,1,0,1,0,0,1,1,16,4
"Resultados para ""Motor de 1.25HP """,0,3,0,1,1,0,1,3,21,10
"Resultados para ""Motor vulcano 3/4 """,0,1,0,1,1,0,1,1,16,3
"Resultados para ""Motores """,0,2,0,1,1,0,1,2,37,11
"Resultados para ""Multivalbula """,0,2,0,1,0,0,1,2,44,7
"Resultados para ""Multivalvula 6vias 2\"" """,0,1,0,1,0,0,1,1,18,3
"Resultados para ""Nylon """,0,1,0,1,1,0,1,1,5,5
"Resultados para ""OZONO """,0,3,0,1,1,0,1,3,1,9
"Resultados para ""Oool inverter """,0,1,0,1,0,0,1,1,6,3
"Resultados para ""Oring """,0,1,0,1,0,0,1,1,14,3
"Resultados para ""O’Ring """,0.3,7,0,1,1,0,1,7,0,25
"Resultados para ""PASAMANO """,0,1,0,1,1,0,1,1,4,3
"Resultados para ""PASAMURO """,0,1,0,1,0,0,1,1,15,3
"Resultados para ""POOL INVERTER """,0,1,0,1,1,0,1,1,13,5
"Resultados para ""POWERLED """,0,1,0,1,1,0,1,1,5,4
"Resultados para ""Para pegar hormigón """,0,1,0,1,1,0,1,1,19,5
"Resultados para ""Pasamano """,0,1,0,1,0,0,1,1,13,4
"Resultados para ""Pasamanos """,0.2,4,0,3,2,1,3,1.3333333333333333,4.333333333333333,13
"Resultados para ""Peldaño """,0,1,0,1,1,0,1,1,10,3
"Resultados para ""Ph """,0,3,0,1,1,0,1,3,29,10
"Resultados para ""Pico hidromasaje """,0,1,0,1,1,0,1,1,4,4
"Resultados para ""Piscina """,0,1,0,1,0,0,1,1,5,4
"Resultados para ""Pistola """,0,2,0,1,0,0,1,2,62,10
"Resultados para ""Pistola para despacho """,0,1,0,1,0,0,1,1,64,4
"Resultados para ""Pistolaracionadora """,0,1,0,1,0,0,1,1,88,7
"Resultados para ""Placas de pvc """,0,1,0,1,0,0,1,1,2,3
"Resultados para ""Pool """,0,1,0,1,1,0,1,1,4,3
"Resultados para ""Pool inverter """,0,3,0,2,2,0,2,1.5,26.5,9
"Resultados para ""Pool invertir """,0,2,0,1,1,0,1,2,17,8
"Resultados para ""Pool led """,0,1,0,1,0,0,1,1,30,5
"Resultados para ""Pool led piscinas """,0,1,0,1,0,0,1,1,16,5
"Resultados para ""Pool onverter """,0,3,0,2,2,0,2,1.5,6,8
"Resultados para ""Pre-filtro trampa de pelos """,0,1,0,1,0,0,1,1,16,5
"Resultados para ""Precio """,0,4,0,3,0,0,3,1.3333333333333333,8.666666666666666,13
"Resultados para ""Precio kllasika """,0,1,0,1,0,0,1,1,5,3
"Resultados para ""Prefil """,0,3,0,1,0,0,1,3,26,9
"Resultados para ""Protecxion """,0,3,0,1,0,0,1,3,21,15
"Resultados para ""Puesto de trabajo """,0,1,0,1,0,0,1,1,9,4
"Resultados para ""REBOSADERO """,0,3,0,1,1,0,1,3,10,14
"Resultados para ""REJILLAS """,0,1,0,1,1,0,1,1,6,3
"Resultados para ""REJILLAS PLASTICAS """,0,1,0,1,1,0,1,1,6,3
"Resultados para ""RETORNO """,0,1,0,1,1,0,1,1,25,4
"Resultados para ""ROTOR """,0,1,0,1,0,0,1,1,14,7
"Resultados para ""ROTOR 0.75 """,0,1,0,1,1,0,1,1,4,3
"Resultados para ""Ram """,0,1,0,1,0,0,1,1,0,2
"Resultados para ""Reduc """,0,1,0,1,0,0,1,1,13,3
"Resultados para ""Regulador """,0,1,0,1,1,0,1,1,6,5
"Resultados para ""Regulador ph """,0,1,0,1,1,0,1,1,7,4
"Resultados para ""Regulador presscontrol """,0,1,0,1,0,0,1,1,27,3
"Resultados para ""Rejilla atrapa pelos """,0,1,0,1,0,0,1,1,6,4
"Resultados para ""Repuesto barre fondo """,0,1,0,1,0,0,1,1,11,4
"Resultados para ""Repuesto escobilla barre fondo """,0,5,0,1,0,0,1,5,31,26
"Resultados para ""Repuesto varilla escobilla barre fondo """,0,2,0,1,0,0,1,2,24,10
"Resultados para ""Repuestos """,0,2,0,1,0,0,1,2,87,11
"Resultados para ""Resina """,0,2,0,1,1,0,1,2,2,6
"Resultados para ""Retorno """,0,9,0,3,3,0,3,3,12.666666666666666,28
"Resultados para ""Retorno aro desmontable """,0,1,0,1,1,0,1,1,9,3
"Resultados para ""Retorno orientable blanco para hormigon """,0,1,0,1,1,0,1,1,12,3
"Resultados para ""Retornos """,0,3,0,2,1,0,2,1.5,71.5,16
"Resultados para ""Retornos Para pegar hormigón """,0,1,0,1,1,0,1,1,12,3
"Resultados para ""Reves """,0,1,0,1,0,0,1,1,19,3
"Resultados para ""Rgb """,0,1,0,1,0,0,1,1,37,4
"Resultados para ""Robot """,0,1,0,1,0,0,1,1,3,3
"Resultados para ""Rodamiento """,0,1,0,1,0,0,1,1,60,4
"Resultados para ""Rosca """,0,1,0,1,1,0,1,1,15,6
"Resultados para ""Rotor """,0,3,0,1,0,0,1,3,22,16
"Resultados para ""S2000 """,0,1,0,1,1,0,1,1,0,4
"Resultados para ""SACAHOJA """,0,1,0,1,0,0,1,1,12,5
"Resultados para ""SELLO MECANICO """,0,2,0,2,2,0,2,1,3,6
"Resultados para ""SKIMER """,0,2,0,1,1,0,1,2,11,9
"Resultados para ""SKIMMER """,0,8,0,7,6,0,7,1.1428571428571428,16.285714285714285,33
"Resultados para ""SUMERGIBLE VULCANO """,0,1,0,1,1,0,1,1,133,6
"Resultados para ""SUPERLED """,0,3,0,3,3,0,3,1,20,11
"Resultados para ""Saca """,0,1,0,1,1,0,1,1,7,3
"Resultados para ""Saca hoja con mango """,0,2,0,1,1,0,1,2,46,11
"Resultados para ""Saca hojas """,0,2,0,2,1,0,2,1,8,9
"Resultados para ""Saca hojas plano de 32 0 19 """,0,1,0,1,1,0,1,1,4,3
"Resultados para ""Servicio tecnico """,0,2,0,2,1,0,2,1,21.5,6
"Resultados para ""Servicio técnico """,0,1,0,1,0,0,1,1,7,3
"Resultados para ""Servise """,0,1,0,1,0,0,1,1,19,3
"Resultados para ""Skimer """,0,2,0,1,0,0,1,2,69,13
"Resultados para ""Skimmer """,0,7,0,7,3,0,7,1,8.714285714285714,19
"Resultados para ""Skimmer boca chica y """,0,1,0,1,1,0,1,1,6,3
"Resultados para ""Solar """,0,1,0,1,1,0,1,1,0,2
"Resultados para ""Sombrero """,0,1,0,1,1,0,1,1,1,3
"Resultados para ""Succion """,0,1,0,1,1,0,1,1,9,3
"Resultados para ""TAPA SUCCION """,0,1,0,1,1,0,1,1,4,4
"Resultados para ""TAPA VISOR """,0,1,0,1,1,0,1,1,2,3
"Resultados para ""TERMOMETRO """,0,1,0,1,1,0,1,1,24,3
"Resultados para ""TOMA DE FONDO """,0,2,0,2,2,0,2,1,5,8
"Resultados para ""TOMA DEACOPLE FONDO """,0,1,0,1,1,0,1,1,8,3
"Resultados para ""TRAMPA DE PELO """,0,1,0,1,1,0,1,1,10,3
"Resultados para ""TUERCA 2\"" """,0,1,0,1,1,0,1,1,12,4
"Resultados para ""Tablero eléctrico para picina """,0,1,0,1,1,0,1,1,33,4
"Resultados para ""Tablero para piscina """,0,2,0,1,1,0,1,2,15,12
"Resultados para ""Tanque v30 """,0,1,0,1,0,0,1,1,28,4
"Resultados para ""Tapa """,0,2,0,2,1,0,2,1,63.5,7
"Resultados para ""Tapa bornera """,0,1,0,1,0,0,1,1,14,3
"Resultados para ""Tapa visor bomba """,0,1,0,1,0,0,1,1,18,3
"Resultados para ""Telefonos """,0,1,0,1,0,0,1,1,3,3
"Resultados para ""Termometro """,0,1,0,1,1,0,1,1,3,4
"Resultados para ""Toma de fondo AISI 316 """,0,1,0,1,0,0,1,1,2,3
"Resultados para ""Toma lateral """,0,1,0,1,0,0,1,1,14,3
"Resultados para ""Tornillo """,0,2,0,2,2,0,2,1,4.5,6
"Resultados para ""Triple """,0,1,0,1,0,0,1,1,20,3
"Resultados para ""Tubo colector """,0,1,0,1,1,0,1,1,5,3
"Resultados para ""Turbina """,0,9,0,1,0,0,1,9,23,32
"Resultados para ""UNION DOBLE """,0,1,0,1,1,0,1,1,5,3
"Resultados para ""UNIONES """,0,1,0,1,1,0,1,1,4,4
"Resultados para ""Union americana """,0,1,0,1,0,0,1,1,26,3
"Resultados para ""Union doble """,0,1,0,1,1,0,1,1,7,3
"Resultados para ""VA 025 """,0.4,3,0,2,1,1,2,1.5,8.5,16
"Resultados para ""VALVULA """,0,1,0,1,1,0,1,1,8,6
"Resultados para ""VALVULA 2 VIAS """,0,1,0,1,1,0,1,1,7,4
"Resultados para ""VC- """,0,1,0,1,1,0,1,1,18,5
"Resultados para ""VC-10 """,0.5,1,0,1,1,0,1,1,0,4
"Resultados para ""VC-100 """,0,1,0,1,1,0,1,1,4,3
"Resultados para ""VC-100 pool """,0,1,0,1,1,0,1,1,10,5
"Resultados para ""VC-30 """,0,1,0,1,1,0,1,1,13,7
"Resultados para ""VC-50 """,0,1,0,1,1,0,1,1,6,3
"Resultados para ""VC100 """,0,1,0,1,1,0,1,1,8,5
"Resultados para ""VC200 """,0,1,0,1,1,0,1,1,0,4
"Resultados para ""VF 1000 """,0,1,0,1,1,0,1,1,2,3
"Resultados para ""VIROLA """,0,1,0,1,1,0,1,1,24,5
"Resultados para ""VUL 1000 """,0,1,0,1,0,0,1,1,113,4
"Resultados para ""VUL239108 """,0,1,0,1,0,0,1,1,3,6
"Resultados para ""Valvula """,0,1,0,1,0,0,1,1,25,5
"Resultados para ""Vc 10 """,0,2,0,1,0,0,1,2,27,10
"Resultados para ""Vc 20 """,0,2,0,1,1,0,1,2,7,5
"Resultados para ""Vc 50 """,0,1,0,1,0,0,1,1,14,3
"Resultados para ""Vc-100 """,0,1,0,1,0,0,1,1,2,3
"Resultados para ""Vc10 """,0,1,0,1,1,0,1,1,27,3
"Resultados para ""Vc100 """,0,3,0,2,0,0,2,1.5,8.5,12
"Resultados para ""Vc20 """,0,3,0,1,1,0,1,3,35,14
"Resultados para ""Vc200 """,0,1,0,1,1,0,1,1,18,3
"Resultados para ""Vc30 """,0,2,0,1,1,0,1,2,21,9
"Resultados para ""Vc50 """,0,1,0,1,0,0,1,1,5,3
"Resultados para ""Ventilador """,0,2,0,2,1,0,2,1,27.5,8
"Resultados para ""Vf """,0,1,0,1,1,0,1,1,1,3
"Resultados para ""Virola """,0,3,0,1,1,0,1,3,99,12
"Resultados para ""Virola Para pegar hormigón """,0,1,0,1,1,0,1,1,32,8
"Resultados para ""Virola con proteccion """,0,3,0,1,0,0,1,3,49,13
"Resultados para ""Vulclor triple accion 1kg """,0,1,0,1,1,0,1,1,4,4
"Resultados para ""Válvula """,0,1,0,1,1,0,1,1,14,6
"Resultados para ""Z """,0,1,0,1,1,0,1,1,21,4
"Resultados para ""ZUIPY """,0,1,0,1,1,0,1,1,8,3
"Resultados para ""Zuipy """,0,2,0,2,1,0,2,1,13,9
"Resultados para ""Zuipy 300 """,0,2,0,1,1,0,1,2,16,6
"Resultados para ""abl """,0,2,0,2,2,0,2,1,5,6
"Resultados para ""ablan """,0,1,0,1,1,0,1,1,2,3
"Resultados para ""abland """,0,1,0,1,1,0,1,1,5,3
"Resultados para ""ablanda """,0,1,0,1,1,0,1,1,2,3
"Resultados para ""ablandador """,0,7,0,7,5,0,7,1,3,20
"Resultados para ""abrazadera """,0,1,0,1,1,0,1,1,9,6
"Resultados para ""acople """,0,15,0,10,10,0,10,1.5,53.4,66
"Resultados para ""acople com """,0,1,0,1,1,0,1,1,9,3
"Resultados para ""acople curva PP hembra 1 1/4 """,0,1,0,1,0,0,1,1,79,5
"Resultados para ""acople espsigado """,0,1,0,1,1,0,1,1,8,3
"Resultados para ""acople rapido """,0,5,0,3,3,0,3,1.6666666666666667,43.333333333333336,23
"Resultados para ""acople rapido espigado """,0,1,0,1,1,0,1,1,53,3
"Resultados para ""acople rapido triple """,0,1,0,1,1,0,1,1,57,5
"Resultados para ""acople rapído """,0,1,0,1,1,0,1,1,20,4
"Resultados para ""acople rápido """,0,1,0,1,1,0,1,1,4,4
"Resultados para ""acople rápido recto liso """,0,1,0,1,1,0,1,1,14,3
"Resultados para ""acople triple """,0,1,0,1,1,0,1,1,4,6
"Resultados para ""acople triple 101001 """,0,1,0,1,1,0,1,1,13,7
"Resultados para ""adaptador """,0,3,0,3,3,0,3,1,6.333333333333333,13
"Resultados para ""adaptador para skimmer """,0,1,0,1,1,0,1,1,15,6
"Resultados para ""adatador limpia fondo """,0,1,0,1,1,0,1,1,83,4
"Resultados para ""ajuste barral """,0,1,0,1,1,0,1,1,0,2
"Resultados para ""alguicida """,0,2,0,1,0,0,1,2,19,9
"Resultados para ""alguisida """,0,1,0,1,1,0,1,1,30,3
"Resultados para ""anclaje """,0,14,0,6,5,0,6,2.3333333333333335,36,46
"Resultados para ""anionica """,0,1,0,1,0,1,1,1,0,5
"Resultados para ""arena """,0,2,0,1,1,0,1,2,0,5
"Resultados para ""aro """,0,4,0,3,2,0,3,1.3333333333333333,15,13
"Resultados para ""aro blanco RH 1 1/2 – FV """,0,1,0,1,1,0,1,1,8,4
"Resultados para ""aro fijo """,0,1,0,1,1,0,1,1,9,3
"Resultados para ""aro impeller """,0,1,0,1,1,0,1,1,27,3
"Resultados para ""aro salva """,0,1,0,1,0,0,1,1,1,3
"Resultados para ""arrecife """,0,2,0,2,2,0,2,1,7,6
"Resultados para ""atalogo """,0,2,0,1,1,0,1,2,4,6
"Resultados para ""atrapa pelo """,0,1,0,1,1,0,1,1,46,7
"Resultados para ""autodrenante """,0,1,0,1,1,0,1,1,62,3
"Resultados para ""bac """,0,4,0,4,3,0,4,1,13,16
"Resultados para ""bad """,0,1,0,1,1,0,1,1,175,4
"Resultados para ""bae """,0,11,0,10,10,0,10,1.1,9.2,54
"Resultados para ""bae 033 """,0,2,0,2,2,0,2,1,2,6
"Resultados para ""bae 050 """,0,3,0,2,2,0,2,1.5,22.5,11
"Resultados para ""bae 075 """,0,5,0,4,4,0,4,1.25,6.5,18
"Resultados para ""bae 100 """,0,4,0,3,3,0,3,1.3333333333333333,3,11
"Resultados para ""bae 75 """,0,2,0,2,2,0,2,1,14.5,9
"Resultados para ""bae 75-2 """,0,1,0,1,0,0,1,1,28,3
"Resultados para ""bae050 """,0,1,0,1,0,0,1,1,1,4
"Resultados para ""baf """,0,2,0,2,2,0,2,1,9.5,7
"Resultados para ""bali """,0,1,0,1,1,0,1,1,6,6
"Resultados para ""bandeja """,0,1,0,1,0,0,1,1,14,4
"Resultados para ""bap """,0.3333333333333333,3,0,1,1,0,1,3,12,11
"Resultados para ""bap 075 """,0,2,0,1,1,0,1,2,10,6
"Resultados para ""barrefondo """,0,2,0,2,2,0,2,1,4,12
"Resultados para ""barrefondo de aluminio """,0,1,0,1,1,0,1,1,7,4
"Resultados para ""bas """,0,1,0,1,1,0,1,1,9,4
"Resultados para ""bas 050 """,0,1,0,1,1,0,1,1,2,3
"Resultados para ""bas033 """,0,1,0,1,1,0,1,1,3,3
"Resultados para ""bat """,0,2,0,2,2,0,2,1,7,9
"Resultados para ""bat trifasica """,0,1,0,1,1,0,1,1,4,3
"Resultados para ""bañera """,0,2,0,1,1,0,1,2,34,12
"Resultados para ""be """,0,1,0,1,1,0,1,1,3,5
"Resultados para ""blower """,0,1,0,1,1,0,1,1,3,4
"Resultados para ""boca """,0,1,0,1,1,0,1,1,14,6
"Resultados para ""boca mara mango """,0,1,0,1,1,0,1,1,6,5
"Resultados para ""bomba """,0,6,0,6,4,0,6,1,28.166666666666668,23
"Resultados para ""bomba 1 hp """,0,2,0,1,1,0,1,2,83,6
"Resultados para ""bomba 150 """,0,1,0,1,1,0,1,1,19,6
"Resultados para ""bomba 1hp """,0,1,0,1,1,0,1,1,15,5
"Resultados para ""bomba 75 bae """,0,1,0,1,1,0,1,1,9,3
"Resultados para ""bomba BAD """,0,2,0,1,1,0,1,2,12,9
"Resultados para ""bomba autocebante """,0,1,0,1,1,0,1,1,22,4
"Resultados para ""bomba bac """,0,3,0,1,1,0,1,3,45,11
"Resultados para ""bomba bac 300-3(MI) """,0,2,0,1,1,0,1,2,10,5
"Resultados para ""bomba bac trifásica """,0,1,0,1,1,0,1,1,53,6
"Resultados para ""bomba bae """,0,2,0,2,2,0,2,1,3,6
"Resultados para ""bomba bae 1hp """,0,1,0,1,1,0,1,1,5,3
"Resultados para ""bomba bap """,0,1,0,1,1,0,1,1,2,3
"Resultados para ""bomba bat """,0,1,0,1,1,0,1,1,4,3
"Resultados para ""bomba de calor """,0,5,0,4,3,0,4,1.25,25.25,21
"Resultados para ""bomba de pileta """,0,1,0,1,1,0,1,1,9,3
"Resultados para ""bomba dosificadora """,0,1,0,1,1,0,1,1,19,6
"Resultados para ""bomba neumatico """,0,1,0,1,0,0,1,1,6,3
"Resultados para ""bomba para pileta 1hp """,0,2,0,1,0,0,1,2,24,6
"Resultados para ""bomba para piscina 1hp """,0.5,1,0,1,1,0,1,1,23,6
"Resultados para ""bomba piscina 1hp """,0,1,0,1,0,0,1,1,112,6
"Resultados para ""bomba portatil """,0,1,0,1,1,0,1,1,19,6
"Resultados para ""bomba portatil 0-33 """,0,1,0,1,1,0,1,1,28,5
"Resultados para ""bombas """,0,3,0,3,3,0,3,1,15,15
"Resultados para ""bombas 3 hp """,0,1,0,1,1,0,1,1,26,6
"Resultados para ""bombas bac 3 hp """,0,1,0,1,1,0,1,1,48,6
"Resultados para ""bombas bac 330 """,0,1,0,1,1,0,1,1,33,3
"Resultados para ""bombas de calor """,0,1,0,1,1,0,1,1,7,5
"Resultados para ""bombinado """,0,1,0,1,1,0,1,1,7,3
"Resultados para ""bombita """,0,2,0,1,1,0,1,2,0,5
"Resultados para ""boquilla """,0,4,0,2,1,0,2,2,56.5,13
"Resultados para ""boquilla de ajuste """,0,1,0,1,1,0,1,1,26,4
"Resultados para ""boquilla y teurca """,0,2,0,1,1,0,1,2,40,9
"Resultados para ""boquillas de filtro hb300 """,0,1,0,1,0,0,1,1,42,5
"Resultados para ""boton sopladora """,0,1,0,1,1,0,1,1,17,3
"Resultados para ""box """,0,1,0,1,1,0,1,1,5,4
"Resultados para ""boya """,0,11,0,4,4,0,4,2.75,20.5,42
"Resultados para ""brida """,0.5,1,0,1,1,0,1,1,0,4
"Resultados para ""buje """,0,2,0,2,2,0,2,1,3,6
"Resultados para ""buje 63 """,0,1,0,1,1,0,1,1,22,5
"Resultados para ""cARGA FILTRANTE """,0,1,0,1,1,0,1,1,4,4
"Resultados para ""cabezal """,0,4,0,3,3,0,3,1.3333333333333333,24.333333333333332,18
"Resultados para ""cabezal 6 vias """,0,1,0,1,0,0,1,1,42,3
"Resultados para ""cabina """,0,1,0,1,1,0,1,1,18,4
"Resultados para ""cabo """,0,1,0,1,1,0,1,1,44,6
"Resultados para ""caja """,0,1,0,1,1,0,1,1,434,3
"Resultados para ""caja conexion """,0,1,0,1,1,0,1,1,11,4
"Resultados para ""caja de conexion """,0.5,1,0,1,1,0,1,1,62,4
"Resultados para ""caja estanca """,0,1,0,1,1,0,1,1,2,3
"Resultados para ""caja luz """,0,1,0,1,1,0,1,1,1,4
"Resultados para ""caja monofasica """,0,1,0,1,0,0,1,1,7,3
"Resultados para ""canasta """,0,2,0,2,2,0,2,1,8,8
"Resultados para ""canasto """,0,8,0,8,5,0,8,1,11.875,26
"Resultados para ""canasto atrapa pelos """,0,1,0,1,1,0,1,1,11,4
"Resultados para ""canasto filt """,0,1,0,1,1,0,1,1,5,3
"Resultados para ""canasto para bomba """,0,1,0,1,1,0,1,1,14,6
"Resultados para ""canasto para skimmer """,0,1,0,1,1,0,1,1,2,3
"Resultados para ""cansto """,0,1,0,1,1,0,1,1,18,3
"Resultados para ""capacitor """,0,2,0,2,0,0,2,1,47.5,7
"Resultados para ""capacitor para bomba BAE 075, capacitor """,0,2,0,1,1,0,1,2,21,6
"Resultados para ""carbon """,0,1,0,1,1,0,1,1,0,3
"Resultados para ""carga """,0.25,3,0,3,3,0,3,1,2,11
"Resultados para ""carga filt """,0,1,0,1,1,0,1,1,4,4
"Resultados para ""carga filtrante """,0,12,0,8,6,0,8,1.5,21.375,45
"Resultados para ""cascada """,0.05263157894736842,22,0,14,8,2,14,1.5714285714285714,55.07142857142857,97
"Resultados para ""cascada 80 cm """,0,1,0,1,1,0,1,1,15,3
"Resultados para ""cascada de hormigon """,0,1,0,1,1,0,1,1,0,2
"Resultados para ""cascada de pared """,0,1,0,1,1,0,1,1,9,4
"Resultados para ""cascadas """,0,2,0,1,0,0,1,2,24,7
"Resultados para ""casilla """,0,2,0,2,2,0,2,1,12.5,7
"Resultados para ""casillas """,0,1,0,1,0,0,1,1,10,3
"Resultados para ""catalogo """,0,1,0,1,1,0,1,1,1,3
"Resultados para ""caudal skimmer """,0,1,0,1,1,0,1,1,23,6
"Resultados para ""caño """,0,2,0,2,2,0,2,1,13,9
"Resultados para ""cepillo """,0,7,0,5,5,0,5,1.4,24.4,27
"Resultados para ""cepillo 400004 """,0,2,0,1,1,0,1,2,28,11
"Resultados para ""cepillo aspirador rectangular """,0.3333333333333333,2,0,1,1,0,1,2,12,9
"Resultados para ""cepillo medialuna """,0,1,0,1,1,0,1,1,17,6
"Resultados para ""cepillo medialuna pesado """,0,1,0,1,1,0,1,1,4,3
"Resultados para ""cepillo recto """,0,1,0,1,1,0,1,1,4,3
"Resultados para ""cerami """,0,1,0,1,1,0,1,1,6,4
"Resultados para ""ceramico """,0,1,0,1,1,0,1,1,3,3
"Resultados para ""cerco """,0,1,0,1,1,0,1,1,8,6
"Resultados para ""cisne """,0,2,0,2,2,0,2,1,5,6
"Resultados para ""clarif """,0,1,0,1,1,0,1,1,39,4
"Resultados para ""clarificante """,0,1,0,1,1,0,1,1,1,6
"Resultados para ""clip """,0,1,0,1,0,0,1,1,4,3
"Resultados para ""clorador """,0,4,0,4,3,0,4,1,19,19
"Resultados para ""clorinador """,0,1,0,1,1,0,1,1,4,6
"Resultados para ""cloro """,0,9,0,6,5,0,6,1.5,22.666666666666668,34
"Resultados para ""cloro 60 """,0,1,0,1,1,0,1,1,11,6
"Resultados para ""cloro granulado """,0,1,0,1,0,0,1,1,7,5
"Resultados para ""cloro liquido """,0.5,1,0,1,1,0,1,1,6,5
"Resultados para ""cloro pastilla """,0,1,0,1,1,0,1,1,4,3
"Resultados para ""cobre """,0,1,0,1,1,0,1,1,2,3
"Resultados para ""codo """,0,1,0,1,1,0,1,1,4,4
"Resultados para ""codo pvc """,0,2,0,1,1,0,1,2,7,6
"Resultados para ""colector """,0,6,0,4,4,0,4,1.5,13,27
"Resultados para ""colector VC 200 """,0,1,0,1,1,0,1,1,4,3
"Resultados para ""colector solar """,0,1,0,1,1,0,1,1,2,3
"Resultados para ""colector vc50 """,0,1,0,1,1,0,1,1,40,3
"Resultados para ""collarete """,0,1,0,1,1,0,1,1,4,5
"Resultados para ""comtenedor zuipy """,0,1,0,1,0,0,1,1,43,4
"Resultados para ""contacto """,0,2,0,2,1,0,2,1,7.5,8
"Resultados para ""contra marco skimmer """,0,1,0,1,1,0,1,1,10,6
"Resultados para ""controlador """,0,3,0,3,3,0,3,1,10.333333333333334,11
"Resultados para ""cuarzo """,0,3,0,3,3,0,3,1,13.333333333333334,13
"Resultados para ""cubre """,0,1,0,1,1,0,1,1,8,5
"Resultados para ""cuenta litros """,0,1,0,1,0,0,1,1,5,4
"Resultados para ""cuentalitros """,0,1,0,1,0,0,1,1,6,5
"Resultados para ""cuerpo """,0,1,0,1,1,0,1,1,7,3
"Resultados para ""cuerpo bomba """,0,2,0,1,0,0,1,2,37,11
"Resultados para ""desh """,0,1,0,1,1,0,1,1,6,3
"Resultados para ""deshumidificador """,0,1,0,1,1,0,1,1,5,3
"Resultados para ""determinador """,0,1,0,1,1,0,1,1,15,4
"Resultados para ""difsores """,0,1,0,1,0,0,1,1,9,3
"Resultados para ""difusor """,0,10,0,6,3,0,6,1.6666666666666667,48.833333333333336,46
"Resultados para ""difusor bomba """,0,3,0,1,0,0,1,3,36,16
"Resultados para ""distribuidor """,0,1,0,1,1,0,1,1,15,7
"Resultados para ""dosificador """,0,3,0,3,3,0,3,1,2.3333333333333335,9
"Resultados para ""dosificador cloro """,0,1,0,1,0,0,1,1,17,3
"Resultados para ""dosificador de cloro """,0,1,0,1,1,0,1,1,4,3
"Resultados para ""drenes """,0,1,0,1,1,0,1,1,11,4
"Resultados para ""ducha """,0,10,0,5,1,0,5,2,17.6,37
"Resultados para ""ducha pico de pato para piso """,0,1,0,1,1,0,1,1,52,6
"Resultados para ""ea101 """,0,1,0,1,0,0,1,1,2,3
"Resultados para ""eg201 """,0,1,0,1,0,0,1,1,1,3
"Resultados para ""electro """,0,1,0,1,0,0,1,1,9,6
"Resultados para ""electro bomba """,0,1,0,1,0,0,1,1,8,6
"Resultados para ""electrobomba """,0,1,0,1,1,0,1,1,6,4
"Resultados para ""electrobomba autoceb bac 3000hp """,0,1,0,1,1,0,1,1,26,3
"Resultados para ""electrobomba bae """,0,1,0,1,1,0,1,1,4,4
"Resultados para ""en linea """,0,1,0,1,1,0,1,1,17,5
